splunk-add-on-for-ucc-example,Splunk_TA_UCCExample,public,"Splunk_TA_UCCExample",main
splunk-add-on-for-modinput-test,Splunk_TA_Modinput_Test,public,"Splunk Add-on for Modinput Test",main
