splunk-add-on-for-ucc-example,Splunk_TA_UCCExample,public,"Splunk_TA_UCCExample",test/snyk-token-update
splunk-add-on-for-modinput-test,Splunk_TA_Modinput_Test,public,"Splunk Add-on for Modinput Test",test/snyk-token-update
